layer 1 => input_tensor                  [(None, 256, 256, 3)]                     param = 1.0 
layer 778 => block7b_project_bn            (None, 8, 8, 640)                  param = 40960 
layer 779 => block7b_drop                  (None, 8, 8, 640)                  param = 40960 
layer 780 => block7b_add                   (None, 8, 8, 640)                  param = 40960 
layer 781 => block7c_expand_conv           (None, 8, 8, 3840)                  param = 245760 
layer 782 => block7c_expand_bn             (None, 8, 8, 3840)                  param = 245760 
layer 783 => block7c_expand_activation     (None, 8, 8, 3840)                  param = 245760 
layer 784 => block7c_dwconv                (None, 8, 8, 3840)                  param = 245760 
layer 785 => block7c_bn                    (None, 8, 8, 3840)                  param = 245760 
layer 786 => block7c_activation            (None, 8, 8, 3840)                  param = 245760 
layer 787 => block7c_se_squeeze            (None, 3840)                    param = 3840 
layer 788 => block7c_se_reshape            (None, 1, 1, 3840)                  param = 3840 
layer 789 => block7c_se_reduce             (None, 1, 1, 160)                  param = 160 
layer 790 => block7c_se_expand             (None, 1, 1, 3840)                  param = 3840 
layer 791 => block7c_se_excite             (None, 8, 8, 3840)                  param = 245760 
layer 792 => block7c_project_conv          (None, 8, 8, 640)                  param = 40960 
layer 793 => block7c_project_bn            (None, 8, 8, 640)                  param = 40960 
layer 794 => block7c_drop                  (None, 8, 8, 640)                  param = 40960 
layer 795 => block7c_add                   (None, 8, 8, 640)                  param = 40960 
layer 796 => block7d_expand_conv           (None, 8, 8, 3840)                  param = 245760 
layer 797 => block7d_expand_bn             (None, 8, 8, 3840)                  param = 245760 
layer 798 => block7d_expand_activation     (None, 8, 8, 3840)                  param = 245760 
layer 799 => block7d_dwconv                (None, 8, 8, 3840)                  param = 245760 
layer 800 => block7d_bn                    (None, 8, 8, 3840)                  param = 245760 
layer 801 => block7d_activation            (None, 8, 8, 3840)                  param = 245760 
layer 802 => block7d_se_squeeze            (None, 3840)                    param = 3840 
layer 803 => block7d_se_reshape            (None, 1, 1, 3840)                  param = 3840 
layer 804 => block7d_se_reduce             (None, 1, 1, 160)                  param = 160 
layer 805 => block7d_se_expand             (None, 1, 1, 3840)                  param = 3840 
layer 806 => block7d_se_excite             (None, 8, 8, 3840)                  param = 245760 
layer 807 => block7d_project_conv          (None, 8, 8, 640)                  param = 40960 
layer 808 => block7d_project_bn            (None, 8, 8, 640)                  param = 40960 
layer 809 => block7d_drop                  (None, 8, 8, 640)                  param = 40960 
layer 810 => block7d_add                   (None, 8, 8, 640)                  param = 40960 
layer 811 => top_conv                      (None, 8, 8, 2560)                  param = 163840 
layer 812 => top_bn                        (None, 8, 8, 2560)                  param = 163840 
layer 813 => top_activation                (None, 8, 8, 2560)                  param = 163840 
layer 814 => avg_pool                      (None, 2560)                    param = 2560 
layer 815 => top_dropout                   (None, 2560)                    param = 2560 
layer 816 => predictions                   (None, 1000)                    param = 1000 
